4.000000,11.000000,2.000000,5.000000,0.000000,4.000000,1.000000,-0.055478,-0.942344,-0.417965,-0.142666,-0.218069,0.769892,0.000000
2.000000,7.000000,2.000000,11.000000,0.000000,4.000000,1.000000,-0.777564,1.395434,0.750518,-0.142666,-0.218069,-0.031433,0.000000
4.000000,15.000000,2.000000,7.000000,0.000000,2.000000,1.000000,0.377773,-0.275368,-0.028470,0.871056,-0.218069,-0.031433,1.000000
0.000000,15.000000,4.000000,0.000000,3.000000,4.000000,0.000000,-1.499650,-0.812910,-0.028470,-0.142666,-0.218069,-0.832758,0.000000
4.000000,0.000000,4.000000,8.000000,1.000000,4.000000,1.000000,-0.344313,0.087591,-1.586447,-0.142666,-0.218069,-0.832758,0.000000
0.000000,11.000000,4.000000,0.000000,4.000000,2.000000,1.000000,-0.705356,0.355605,-0.417965,-0.142666,-0.218069,-0.031433,0.000000
6.000000,14.000000,2.000000,10.000000,0.000000,4.000000,1.000000,1.749737,-0.802230,1.919001,0.266488,-0.218069,-0.672493,1.000000
4.000000,15.000000,4.000000,8.000000,4.000000,4.000000,0.000000,-1.066399,1.704909,-0.028470,-0.142666,-0.218069,-0.031433,0.000000
4.000000,5.000000,2.000000,3.000000,0.000000,4.000000,1.000000,1.172068,-0.798730,-2.365436,-0.142666,-0.218069,-2.435408,0.000000
4.000000,11.000000,2.000000,7.000000,0.000000,4.000000,1.000000,1.894154,-0.047102,-0.417965,0.703597,-0.218069,-0.031433,1.000000
1.000000,9.000000,2.000000,1.000000,0.000000,4.000000,1.000000,-0.199895,0.217866,1.140012,-0.142666,-0.218069,-0.031433,0.000000
4.000000,11.000000,4.000000,1.000000,1.000000,4.000000,0.000000,-0.921981,-1.015399,-0.417965,-0.142666,-0.218069,-0.111565,0.000000
0.000000,11.000000,2.000000,0.000000,0.000000,4.000000,1.000000,1.388694,1.044300,-0.417965,-0.142666,-0.218069,-0.432095,0.000000
4.000000,11.000000,2.000000,7.000000,0.000000,4.000000,1.000000,0.666608,0.854099,-0.417965,0.266488,-0.218069,0.609627,1.000000
4.000000,12.000000,2.000000,4.000000,0.000000,4.000000,1.000000,0.305565,1.482820,1.529506,-0.142666,-0.218069,0.769892,0.000000
7.000000,15.000000,4.000000,8.000000,3.000000,4.000000,1.000000,-1.355233,2.413298,-0.028470,-0.142666,-0.218069,-1.233420,0.000000
4.000000,11.000000,2.000000,1.000000,5.000000,4.000000,0.000000,0.305565,-0.577777,-0.417965,-0.142666,-0.218069,-0.832758,0.000000
4.000000,11.000000,6.000000,7.000000,4.000000,4.000000,0.000000,-0.127687,-1.219184,-0.417965,-0.142666,-0.218069,-1.634083,0.000000
4.000000,10.000000,2.000000,10.000000,0.000000,1.000000,1.000000,0.088939,-0.987702,2.308495,-0.142666,-0.218069,0.369230,0.000000
4.000000,9.000000,2.000000,13.000000,0.000000,4.000000,1.000000,-0.344313,-0.771128,1.140012,-0.142666,-0.218069,0.529495,0.000000
4.000000,15.000000,4.000000,8.000000,3.000000,2.000000,0.000000,-0.344313,0.464975,-0.028470,-0.142666,-0.218069,-0.432095,0.000000
0.000000,5.000000,0.000000,0.000000,1.000000,4.000000,0.000000,2.399614,-0.543146,-2.365436,-0.142666,-0.218069,-2.755938,0.000000
4.000000,9.000000,4.000000,10.000000,1.000000,4.000000,1.000000,-0.994190,0.297950,1.140012,-0.142666,-0.218069,0.208965,0.000000
4.000000,9.000000,2.000000,10.000000,0.000000,4.000000,1.000000,-0.994190,0.156210,1.140012,-0.142666,-0.218069,-0.031433,0.000000
6.000000,11.000000,2.000000,3.000000,0.000000,4.000000,1.000000,0.449982,2.302339,-0.417965,0.819631,-0.218069,3.975192,1.000000
4.000000,11.000000,4.000000,1.000000,3.000000,4.000000,1.000000,-1.210816,0.444533,-0.417965,-0.142666,-0.218069,-1.634083,0.000000
4.000000,11.000000,5.000000,7.000000,4.000000,2.000000,1.000000,-1.138607,-0.520150,-0.417965,-0.142666,-0.218069,1.090422,0.000000
4.000000,11.000000,2.000000,3.000000,0.000000,4.000000,1.000000,1.099859,-0.850568,-0.417965,-0.142666,-0.218069,-0.432095,0.000000
6.000000,15.000000,4.000000,10.000000,1.000000,4.000000,1.000000,-0.488730,-0.758187,-0.028470,-0.142666,-0.218069,1.571217,0.000000
7.000000,15.000000,2.000000,4.000000,0.000000,2.000000,1.000000,0.522191,-0.785033,-0.028470,0.871056,-0.218069,-0.191698,1.000000
6.000000,1.000000,6.000000,8.000000,4.000000,4.000000,0.000000,1.244277,-0.026320,-1.196953,-0.142666,-0.218069,0.769892,0.000000
6.000000,9.000000,4.000000,12.000000,1.000000,4.000000,1.000000,-1.066399,-0.010967,1.140012,-0.142666,-0.218069,0.769892,0.000000
2.000000,15.000000,2.000000,11.000000,0.000000,4.000000,1.000000,-1.138607,0.649737,-0.028470,-0.142666,-0.218069,-0.031433,0.000000
4.000000,11.000000,0.000000,4.000000,4.000000,4.000000,0.000000,-0.921981,-1.382236,-0.417965,-0.142666,-0.218069,-0.031433,0.000000
0.000000,11.000000,2.000000,0.000000,0.000000,4.000000,1.000000,1.894154,0.022822,-0.417965,-0.142666,-0.218069,-0.031433,0.000000
2.000000,9.000000,2.000000,10.000000,0.000000,4.000000,1.000000,-0.199895,2.026663,1.140012,-0.142666,-0.218069,-0.031433,0.000000
4.000000,4.000000,4.000000,9.000000,1.000000,4.000000,1.000000,-1.210816,0.558226,-2.754930,-0.142666,-0.218069,0.769892,0.000000
4.000000,0.000000,4.000000,7.000000,1.000000,4.000000,1.000000,-1.571859,0.756723,-1.586447,-0.142666,-0.218069,-0.031433,0.000000
4.000000,11.000000,4.000000,3.000000,3.000000,4.000000,1.000000,-1.355233,0.643957,-0.417965,-0.142666,-0.218069,-0.031433,0.000000
4.000000,12.000000,2.000000,10.000000,0.000000,4.000000,1.000000,1.894154,-0.501817,1.529506,-0.142666,-0.218069,0.769892,1.000000
5.000000,8.000000,2.000000,12.000000,0.000000,4.000000,1.000000,0.377773,-0.654181,0.361024,-0.142666,-0.218069,0.369230,0.000000
4.000000,11.000000,2.000000,5.000000,0.000000,4.000000,1.000000,-0.199895,2.609790,-0.417965,-0.142666,-0.218069,-0.031433,0.000000
4.000000,1.000000,2.000000,8.000000,0.000000,4.000000,1.000000,-0.705356,-0.811614,-1.196953,-0.142666,-0.218069,-0.031433,0.000000
