6.000000,9.000000,2.000000,4.000000,0.000000,4.000000,1.000000,0.837097,-1.008742,1.134779,-0.145914,-0.216663,-2.222120
4.000000,11.000000,0.000000,6.000000,1.000000,4.000000,1.000000,-0.042640,0.245046,-0.420027,-0.145914,-0.216663,-0.035430
4.000000,1.000000,2.000000,6.000000,0.000000,2.000000,1.000000,1.057031,0.425770,-1.197429,-0.145914,-0.216663,-0.035430
4.000000,9.000000,2.000000,10.000000,5.000000,2.000000,0.000000,-0.775755,1.408146,1.134779,-0.145914,-0.216663,-0.035430
4.000000,12.000000,2.000000,4.000000,5.000000,4.000000,0.000000,-0.115952,0.898170,1.523480,-0.145914,-0.216663,-0.035430
4.000000,6.000000,3.000000,8.000000,1.000000,2.000000,0.000000,0.763786,-0.280392,-1.974832,-0.145914,-0.216663,-1.979155
6.000000,11.000000,2.000000,4.000000,0.000000,4.000000,1.000000,0.983720,0.188162,-0.420027,-0.145914,-0.216663,0.369513
4.000000,12.000000,4.000000,10.000000,1.000000,4.000000,0.000000,-0.555821,-1.364314,1.523480,1.761120,-0.216663,0.774455
4.000000,9.000000,2.000000,4.000000,0.000000,4.000000,1.000000,0.250605,-0.287384,1.134779,0.555210,-0.216663,-0.035430
4.000000,15.000000,2.000000,4.000000,0.000000,2.000000,1.000000,-0.115952,0.859155,-0.031325,-0.145914,-0.216663,3.204111
7.000000,9.000000,2.000000,10.000000,0.000000,1.000000,1.000000,-0.629132,-0.459362,1.134779,-0.145914,-0.216663,-0.035430
4.000000,9.000000,4.000000,1.000000,3.000000,4.000000,0.000000,-1.142312,-0.639612,1.134779,-0.145914,-0.216663,-0.845315
4.000000,7.000000,4.000000,12.000000,1.000000,2.000000,1.000000,-0.482509,0.144362,0.746077,-0.145914,-0.216663,0.774455
4.000000,8.000000,2.000000,3.000000,0.000000,1.000000,1.000000,0.103982,-0.644349,0.357376,-0.145914,-0.216663,-0.035430
4.000000,5.000000,2.000000,14.000000,0.000000,0.000000,1.000000,-0.335886,0.527770,-2.363533,-0.145914,-0.216663,0.369513
6.000000,11.000000,4.000000,5.000000,3.000000,4.000000,1.000000,-0.995689,-0.123411,-0.420027,-0.145914,-0.216663,-0.440373
4.000000,11.000000,4.000000,7.000000,4.000000,4.000000,1.000000,-0.482509,-0.028023,-0.420027,-0.145914,-0.216663,-0.035430
4.000000,1.000000,2.000000,12.000000,0.000000,4.000000,1.000000,-0.042640,-1.524374,-1.197429,-0.145914,-0.216663,0.774455
6.000000,12.000000,0.000000,4.000000,4.000000,4.000000,0.000000,0.323917,0.970109,1.523480,-0.145914,-0.216663,0.369513
4.000000,10.000000,2.000000,10.000000,0.000000,4.000000,1.000000,0.103982,0.035455,2.300883,-0.145914,-0.216663,1.584340
4.000000,11.000000,5.000000,8.000000,4.000000,2.000000,0.000000,1.130343,1.064578,-0.420027,-0.145914,-0.216663,-1.655200
1.000000,6.000000,2.000000,5.000000,0.000000,2.000000,1.000000,-0.262575,-1.070003,-1.974832,-0.145914,-0.216663,-0.035430
4.000000,1.000000,2.000000,14.000000,0.000000,4.000000,1.000000,0.323917,-0.689210,-1.197429,-0.145914,4.850838,-0.035430
4.000000,11.000000,0.000000,13.000000,4.000000,4.000000,0.000000,1.496900,-0.765213,-0.420027,-0.145914,-0.216663,-0.035430
2.000000,9.000000,2.000000,13.000000,0.000000,4.000000,1.000000,1.276966,0.256463,1.134779,-0.145914,-0.216663,-0.035430
4.000000,11.000000,4.000000,3.000000,3.000000,4.000000,1.000000,-1.435558,-0.203583,-0.420027,-0.145914,-0.216663,-0.035430
0.000000,15.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.130343,-0.090677,-0.031325,-0.145914,-0.216663,1.584340
4.000000,11.000000,0.000000,4.000000,1.000000,4.000000,1.000000,0.030671,1.681490,-0.420027,-0.145914,-0.216663,3.204111
4.000000,11.000000,2.000000,3.000000,0.000000,4.000000,1.000000,0.763786,0.033958,-0.420027,-0.145914,-0.216663,-0.035430
2.000000,7.000000,4.000000,11.000000,1.000000,4.000000,1.000000,-1.142312,0.008784,0.746077,-0.145914,-0.216663,0.936432
4.000000,15.000000,4.000000,12.000000,3.000000,2.000000,1.000000,-1.362247,0.722260,-0.031325,-0.145914,-0.216663,0.288524
4.000000,9.000000,0.000000,4.000000,3.000000,4.000000,1.000000,0.470540,1.867946,1.134779,-0.145914,3.277481,-0.035430
